Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
SAO SEBASTIAO DO TOCANTINS;TO;9603;RFB;RFB;01ª RF;TO;Brasil
SAO VALERIO DA NATIVIDADE;TO;9691;RFB;RFB;01ª RF;TO;Brasil
SITIO NOVO DO TOCANTINS;TO;9613;RFB;RFB;01ª RF;TO;Brasil
TAGUATINGA;TO;9615;RFB;RFB;01ª RF;TO;Brasil
TAIPAS DO TOCANTINS;TO;0325;RFB;RFB;01ª RF;TO;Brasil
TALISMA;TO;0100;RFB;RFB;01ª RF;TO;Brasil
TOCANTINOPOLIS;TO;9621;RFB;RFB;01ª RF;TO;Brasil
TOCANTINIA;TO;9619;RFB;RFB;01ª RF;TO;Brasil
TUPIRAMA;TO;0102;RFB;RFB;01ª RF;TO;Brasil
TUPIRATINS;TO;0365;RFB;RFB;01ª RF;TO;Brasil
WANDERLANDIA;TO;9665;RFB;RFB;01ª RF;TO;Brasil
XAMBIOA;TO;9643;RFB;RFB;01ª RF;TO;Brasil
ALCINOPOLIS;MS;0141;RFB;RFB;01ª RF;MS;Brasil
AMAMBAI;MS;9011;RFB;RFB;01ª RF;MS;Brasil
ANASTACIO;MS;9013;RFB;RFB;01ª RF;MS;Brasil
ANAURILANDIA;MS;9015;RFB;RFB;01ª RF;MS;Brasil
ANGELICA;MS;9169;RFB;RFB;01ª RF;MS;Brasil
ANTONIO JOAO;MS;9017;RFB;RFB;01ª RF;MS;Brasil
APARECIDA DO TABOADO;MS;9019;RFB;RFB;01ª RF;MS;Brasil
AQUIDAUANA;MS;9021;RFB;RFB;01ª RF;MS;Brasil
ARAL MOREIRA;MS;9171;RFB;RFB;01ª RF;MS;Brasil
BANDEIRANTES;MS;9029;RFB;RFB;01ª RF;MS;Brasil
BATAGUASSU;MS;9037;RFB;RFB;01ª RF;MS;Brasil
BATAYPORA;MS;9039;RFB;RFB;01ª RF;MS;Brasil
BELA VISTA;MS;9041;RFB;RFB;01ª RF;MS;Brasil
BODOQUENA;MS;9801;RFB;RFB;01ª RF;MS;Brasil
BONITO;MS;9043;RFB;RFB;01ª RF;MS;Brasil
BRASILANDIA;MS;9045;RFB;RFB;01ª RF;MS;Brasil
CAARAPO;MS;9055;RFB;RFB;01ª RF;MS;Brasil
CAMAPUA;MS;9049;RFB;RFB;01ª RF;MS;Brasil
CAMPO GRANDE;MS;9051;RFB;RFB;01ª RF;MS;Brasil
CARACOL;MS;9053;RFB;RFB;01ª RF;MS;Brasil
CASSILANDIA;MS;9057;RFB;RFB;01ª RF;MS;Brasil
CHAPADAO DO SUL;MS;9787;RFB;RFB;01ª RF;MS;Brasil
CORGUINHO;MS;9061;RFB;RFB;01ª RF;MS;Brasil
CORONEL SAPUCAIA;MS;9997;RFB;RFB;01ª RF;MS;Brasil
CORUMBA;MS;9063;RFB;RFB;01ª RF;MS;Brasil
COSTA RICA;MS;9803;RFB;RFB;01ª RF;MS;Brasil
COXIM;MS;9065;RFB;RFB;01ª RF;MS;Brasil
DEODAPOLIS;MS;9175;RFB;RFB;01ª RF;MS;Brasil
DOIS IRMAOS DO BURITI;MS;9793;RFB;RFB;01ª RF;MS;Brasil
DOURADINA;MS;9805;RFB;RFB;01ª RF;MS;Brasil
DOURADOS;MS;9073;RFB;RFB;01ª RF;MS;Brasil
ELDORADO;MS;9173;RFB;RFB;01ª RF;MS;Brasil
FIGUEIRAO;MS;1178;RFB;RFB;01ª RF;MS;Brasil
FATIMA DO SUL;MS;9075;RFB;RFB;01ª RF;MS;Brasil
GLORIA DE DOURADOS;MS;9079;RFB;RFB;01ª RF;MS;Brasil
GUIA LOPES DA LAGUNA;MS;9081;RFB;RFB;01ª RF;MS;Brasil
IGUATEMI;MS;9085;RFB;RFB;01ª RF;MS;Brasil
INOCENCIA;MS;9087;RFB;RFB;01ª RF;MS;Brasil
ITAPORA;MS;9089;RFB;RFB;01ª RF;MS;Brasil
ITAQUIRAI;MS;9807;RFB;RFB;01ª RF;MS;Brasil
IVINHEMA;MS;9093;RFB;RFB;01ª RF;MS;Brasil
JAPORA;MS;0161;RFB;RFB;01ª RF;MS;Brasil
JARAGUARI;MS;9097;RFB;RFB;01ª RF;MS;Brasil
JARDIM;MS;9099;RFB;RFB;01ª RF;MS;Brasil
JATEI;MS;9101;RFB;RFB;01ª RF;MS;Brasil
JUTI;MS;9923;RFB;RFB;01ª RF;MS;Brasil
LADARIO;MS;9103;RFB;RFB;01ª RF;MS;Brasil
LAGUNA CARAPA;MS;0163;RFB;RFB;01ª RF;MS;Brasil
MARACAJU;MS;9107;RFB;RFB;01ª RF;MS;Brasil
MIRANDA;MS;9111;RFB;RFB;01ª RF;MS;Brasil
MUNDO NOVO;MS;9179;RFB;RFB;01ª RF;MS;Brasil
NAVIRAI;MS;9113;RFB;RFB;01ª RF;MS;Brasil
NIOAQUE;MS;9115;RFB;RFB;01ª RF;MS;Brasil
NOVA ALVORADA DO SUL;MS;0143;RFB;RFB;01ª RF;MS;Brasil
NOVA ANDRADINA;MS;9123;RFB;RFB;01ª RF;MS;Brasil
NOVO HORIZONTE DO SUL;MS;0159;RFB;RFB;01ª RF;MS;Brasil
PARANAIBA;MS;9125;RFB;RFB;01ª RF;MS;Brasil
PARANHOS;MS;9739;RFB;RFB;01ª RF;MS;Brasil
PARAISO DAS AGUAS;MS;1196;RFB;RFB;01ª RF;MS;Brasil
PEDRO GOMES;MS;9127;RFB;RFB;01ª RF;MS;Brasil
PONTA PORA;MS;9131;RFB;RFB;01ª RF;MS;Brasil
PORTO MURTINHO;MS;9137;RFB;RFB;01ª RF;MS;Brasil
RIBAS DO RIO PARDO;MS;9141;RFB;RFB;01ª RF;MS;Brasil
RIO BRILHANTE;MS;9143;RFB;RFB;01ª RF;MS;Brasil
RIO NEGRO;MS;9145;RFB;RFB;01ª RF;MS;Brasil
RIO VERDE DE MATO GROSSO;MS;9147;RFB;RFB;01ª RF;MS;Brasil
ROCHEDO;MS;9149;RFB;RFB;01ª RF;MS;Brasil
SANTA RITA DO PARDO;MS;9745;RFB;RFB;01ª RF;MS;Brasil
SELVIRIA;MS;9811;RFB;RFB;01ª RF;MS;Brasil
SETE QUEDAS;MS;9813;RFB;RFB;01ª RF;MS;Brasil
SIDROLANDIA;MS;9157;RFB;RFB;01ª RF;MS;Brasil
SONORA;MS;9757;RFB;RFB;01ª RF;MS;Brasil
SAO GABRIEL DO OESTE;MS;9809;RFB;RFB;01ª RF;MS;Brasil
TACURU;MS;9815;RFB;RFB;01ª RF;MS;Brasil
TAQUARUSSU;MS;9817;RFB;RFB;01ª RF;MS;Brasil
TERENOS;MS;9159;RFB;RFB;01ª RF;MS;Brasil
TRES LAGOAS;MS;9165;RFB;RFB;01ª RF;MS;Brasil
VICENTINA;MS;9187;RFB;RFB;01ª RF;MS;Brasil
AGUA CLARA;MS;9003;RFB;RFB;01ª RF;MS;Brasil
BRASILIA;DF;9701;RFB;RFB;01ª RF;DF;Brasil
ACORIZAL;MT;9001;RFB;RFB;01ª RF;MT;Brasil
ALTA FLORESTA;MT;8987;RFB;RFB;01ª RF;MT;Brasil
ALTO ARAGUAIA;MT;9005;RFB;RFB;01ª RF;MT;Brasil
ALTO BOA VISTA;MT;0127;RFB;RFB;01ª RF;MT;Brasil
ALTO GARCAS;MT;9007;RFB;RFB;01ª RF;MT;Brasil
ALTO PARAGUAI;MT;9009;RFB;RFB;01ª RF;MT;Brasil
ALTO TAQUARI;MT;9911;RFB;RFB;01ª RF;MT;Brasil
APIACAS;MT;9773;RFB;RFB;01ª RF;MT;Brasil
ARAGUAIANA;MT;9869;RFB;RFB;01ª RF;MT;Brasil
ARAGUAINHA;MT;9023;RFB;RFB;01ª RF;MT;Brasil
ARAPUTANGA;MT;8989;RFB;RFB;01ª RF;MT;Brasil
ARENAPOLIS;MT;9025;RFB;RFB;01ª RF;MT;Brasil
ARIPUANA;MT;9027;RFB;RFB;01ª RF;MT;Brasil
BARRA DO BUGRES;MT;9033;RFB;RFB;01ª RF;MT;Brasil
BARRA DO GARCAS;MT;9035;RFB;RFB;01ª RF;MT;Brasil
BARAO DE MELGACO;MT;9031;RFB;RFB;01ª RF;MT;Brasil
BOM JESUS DO ARAGUAIA;MT;1078;RFB;RFB;01ª RF;MT;Brasil
BRASNORTE;MT;9873;RFB;RFB;01ª RF;MT;Brasil
CAMPINAPOLIS;MT;9863;RFB;RFB;01ª RF;MT;Brasil
CAMPO NOVO DO PARECIS;MT;9777;RFB;RFB;01ª RF;MT;Brasil
CAMPO VERDE;MT;9779;RFB;RFB;01ª RF;MT;Brasil
CAMPOS DE JULIO;MT;1032;RFB;RFB;01ª RF;MT;Brasil
CANABRAVA DO NORTE;MT;0129;RFB;RFB;01ª RF;MT;Brasil
CANARANA;MT;9193;RFB;RFB;01ª RF;MT;Brasil
CARLINDA;MT;1034;RFB;RFB;01ª RF;MT;Brasil
CASTANHEIRA;MT;9783;RFB;RFB;01ª RF;MT;Brasil
CHAPADA DOS GUIMARAES;MT;9059;RFB;RFB;01ª RF;MT;Brasil
CLAUDIA;MT;9789;RFB;RFB;01ª RF;MT;Brasil
COCALINHO;MT;9865;RFB;RFB;01ª RF;MT;Brasil
COLNIZA;MT;1080;RFB;RFB;01ª RF;MT;Brasil
COLIDER;MT;8979;RFB;RFB;01ª RF;MT;Brasil
COMODORO;MT;9883;RFB;RFB;01ª RF;MT;Brasil
CONFRESA;MT;0131;RFB;RFB;01ª RF;MT;Brasil
CONQUISTA D'OESTE;MT;1082;RFB;RFB;01ª RF;MT;Brasil
COTRIGUACU;MT;0089;RFB;RFB;01ª RF;MT;Brasil
CUIABA;MT;9067;RFB;RFB;01ª RF;MT;Brasil
CURVELANDIA;MT;1084;RFB;RFB;01ª RF;MT;Brasil
CACERES;MT;9047;RFB;RFB;01ª RF;MT;Brasil
DENISE;MT;9833;RFB;RFB;01ª RF;MT;Brasil
DIAMANTINO;MT;9069;RFB;RFB;01ª RF;MT;Brasil
DOM AQUINO;MT;9071;RFB;RFB;01ª RF;MT;Brasil
FELIZ NATAL;MT;1036;RFB;RFB;01ª RF;MT;Brasil
FIGUEIROPOLIS D'OESTE;MT;9881;RFB;RFB;01ª RF;MT;Brasil
GAUCHA DO NORTE;MT;1038;RFB;RFB;01ª RF;MT;Brasil
GENERAL CARNEIRO;MT;9077;RFB;RFB;01ª RF;MT;Brasil
GLORIA D'OESTE;MT;0135;RFB;RFB;01ª RF;MT;Brasil
GUARANTA DO NORTE;MT;9887;RFB;RFB;01ª RF;MT;Brasil
GUIRATINGA;MT;9083;RFB;RFB;01ª RF;MT;Brasil
INDIAVAI;MT;9877;RFB;RFB;01ª RF;MT;Brasil
IPIRANGA DO NORTE;MT;1184;RFB;RFB;01ª RF;MT;Brasil
ITANHANGA;MT;1186;RFB;RFB;01ª RF;MT;Brasil
ITAUBA;MT;9901;RFB;RFB;01ª RF;MT;Brasil
ITIQUIRA;MT;9091;RFB;RFB;01ª RF;MT;Brasil
JACIARA;MT;9095;RFB;RFB;01ª RF;MT;Brasil
JANGADA;MT;9861;RFB;RFB;01ª RF;MT;Brasil
JAURU;MT;8991;RFB;RFB;01ª RF;MT;Brasil
JUARA;MT;9819;RFB;RFB;01ª RF;MT;Brasil
JURUENA;MT;9921;RFB;RFB;01ª RF;MT;Brasil
JUSCIMEIRA;MT;9189;RFB;RFB;01ª RF;MT;Brasil
JUINA;MT;9831;RFB;RFB;01ª RF;MT;Brasil
LAMBARI D'OESTE;MT;0137;RFB;RFB;01ª RF;MT;Brasil
LUCAS DO RIO VERDE;MT;9925;RFB;RFB;01ª RF;MT;Brasil
LUCIARA;MT;9105;RFB;RFB;01ª RF;MT;Brasil
MARCELANDIA;MT;9899;RFB;RFB;01ª RF;MT;Brasil
MATUPA;MT;9929;RFB;RFB;01ª RF;MT;Brasil
MIRASSOL D'OESTE;MT;9177;RFB;RFB;01ª RF;MT;Brasil
NOBRES;MT;9117;RFB;RFB;01ª RF;MT;Brasil
NORTELANDIA;MT;9119;RFB;RFB;01ª RF;MT;Brasil
NOSSA SENHORA DO LIVRAMENTO;MT;9121;RFB;RFB;01ª RF;MT;Brasil
NOVA BANDEIRANTES;MT;0117;RFB;RFB;01ª RF;MT;Brasil
NOVA BRASILANDIA;MT;8981;RFB;RFB;01ª RF;MT;Brasil
NOVA CANAA DO NORTE;MT;9889;RFB;RFB;01ª RF;MT;Brasil
NOVA GUARITA;MT;0121;RFB;RFB;01ª RF;MT;Brasil
NOVA LACERDA;MT;1040;RFB;RFB;01ª RF;MT;Brasil
NOVA MARILANDIA;MT;0103;RFB;RFB;01ª RF;MT;Brasil
NOVA MARINGA;MT;0111;RFB;RFB;01ª RF;MT;Brasil
NOVA MONTE VERDE;MT;0119;RFB;RFB;01ª RF;MT;Brasil
NOVA MUTUM;MT;9937;RFB;RFB;01ª RF;MT;Brasil
NOVA NAZARE;MT;1086;RFB;RFB;01ª RF;MT;Brasil
NOVA OLIMPIA;MT;9893;RFB;RFB;01ª RF;MT;Brasil
NOVA SANTA HELENA;MT;1088;RFB;RFB;01ª RF;MT;Brasil
NOVA UBIRATA;MT;1042;RFB;RFB;01ª RF;MT;Brasil
NOVA XAVANTINA;MT;9195;RFB;RFB;01ª RF;MT;Brasil
NOVO HORIZONTE DO NORTE;MT;9903;RFB;RFB;01ª RF;MT;Brasil
NOVO MUNDO;MT;1044;RFB;RFB;01ª RF;MT;Brasil
NOVO SANTO ANTONIO;MT;1090;RFB;RFB;01ª RF;MT;Brasil
NOVO SAO JOAQUIM;MT;9867;RFB;RFB;01ª RF;MT;Brasil
PARANATINGA;MT;8983;RFB;RFB;01ª RF;MT;Brasil
PARANAITA;MT;9885;RFB;RFB;01ª RF;MT;Brasil
PEDRA PRETA;MT;9181;RFB;RFB;01ª RF;MT;Brasil
PEIXOTO DE AZEVEDO;MT;9891;RFB;RFB;01ª RF;MT;Brasil
PLANALTO DA SERRA;MT;0091;RFB;RFB;01ª RF;MT;Brasil
POCONE;MT;9129;RFB;RFB;01ª RF;MT;Brasil
PONTAL DO ARAGUAIA;MT;0095;RFB;RFB;01ª RF;MT;Brasil
PONTE BRANCA;MT;9133;RFB;RFB;01ª RF;MT;Brasil
PONTES E LACERDA;MT;8999;RFB;RFB;01ª RF;MT;Brasil
PORTO ALEGRE DO NORTE;MT;9895;RFB;RFB;01ª RF;MT;Brasil
PORTO ESPERIDIAO;MT;9875;RFB;RFB;01ª RF;MT;Brasil
PORTO ESTRELA;MT;0101;RFB;RFB;01ª RF;MT;Brasil
PORTO DOS GAUCHOS;MT;9135;RFB;RFB;01ª RF;MT;Brasil
POXOREO;MT;9139;RFB;RFB;01ª RF;MT;Brasil
PRIMAVERA DO LESTE;MT;9871;RFB;RFB;01ª RF;MT;Brasil
QUERENCIA;MT;0097;RFB;RFB;01ª RF;MT;Brasil
RESERVA DO CABACAL;MT;9879;RFB;RFB;01ª RF;MT;Brasil
RIBEIRAO CASCALHEIRA;MT;9741;RFB;RFB;01ª RF;MT;Brasil
RIBEIRAOZINHO;MT;0099;RFB;RFB;01ª RF;MT;Brasil
RIO BRANCO;MT;8995;RFB;RFB;01ª RF;MT;Brasil
RONDOLANDIA;MT;1092;RFB;RFB;01ª RF;MT;Brasil
RONDONOPOLIS;MT;9151;RFB;RFB;01ª RF;MT;Brasil
ROSARIO OESTE;MT;9153;RFB;RFB;01ª RF;MT;Brasil
SALTO DO CEU;MT;8997;RFB;RFB;01ª RF;MT;Brasil
SANTA CARMEM;MT;0123;RFB;RFB;01ª RF;MT;Brasil
SANTA CRUZ DO XINGU;MT;1094;RFB;RFB;01ª RF;MT;Brasil
SANTA RITA DO TRIVELATO;MT;1096;RFB;RFB;01ª RF;MT;Brasil
SANTA TEREZINHA;MT;9197;RFB;RFB;01ª RF;MT;Brasil
SANTO AFONSO;MT;0115;RFB;RFB;01ª RF;MT;Brasil
SANTO ANTONIO DO LESTE;MT;1098;RFB;RFB;01ª RF;MT;Brasil
SANTO ANTONIO DO LEVERGER;MT;9155;RFB;RFB;01ª RF;MT;Brasil
SAPEZAL;MT;1046;RFB;RFB;01ª RF;MT;Brasil
SERRA NOVA DOURADA;MT;1100;RFB;RFB;01ª RF;MT;Brasil
SINOP;MT;8985;RFB;RFB;01ª RF;MT;Brasil
SORRISO;MT;9907;RFB;RFB;01ª RF;MT;Brasil
SAO FELIX DO ARAGUAIA;MT;9183;RFB;RFB;01ª RF;MT;Brasil
SAO JOSE DO POVO;MT;6087;RFB;RFB;01ª RF;MT;Brasil
SAO JOSE DO RIO CLARO;MT;9199;RFB;RFB;01ª RF;MT;Brasil
SAO JOSE DO XINGU;MT;0133;RFB;RFB;01ª RF;MT;Brasil
SAO JOSE DOS QUATRO MARCOS;MT;8993;RFB;RFB;01ª RF;MT;Brasil
SAO PEDRO DA CIPA;MT;0093;RFB;RFB;01ª RF;MT;Brasil
TABAPORA;MT;0125;RFB;RFB;01ª RF;MT;Brasil
TANGARA DA SERRA;MT;9185;RFB;RFB;01ª RF;MT;Brasil
TAPURAH;MT;9763;RFB;RFB;01ª RF;MT;Brasil
TERRA NOVA DO NORTE;MT;9909;RFB;RFB;01ª RF;MT;Brasil
TESOURO;MT;9161;RFB;RFB;01ª RF;MT;Brasil
TORIXOREU;MT;9163;RFB;RFB;01ª RF;MT;Brasil
UNIAO DO SUL;MT;1048;RFB;RFB;01ª RF;MT;Brasil
VALE DE SAO DOMINGOS;MT;1102;RFB;RFB;01ª RF;MT;Brasil
VERA;MT;9905;RFB;RFB;01ª RF;MT;Brasil
VILA BELA DA SANTISSIMA TRINDADE;MT;9109;RFB;RFB;01ª RF;MT;Brasil
VILA RICA;MT;9897;RFB;RFB;01ª RF;MT;Brasil
VARZEA GRANDE;MT;9167;RFB;RFB;01ª RF;MT;Brasil
AGUA BOA;MT;9191;RFB;RFB;01ª RF;MT;Brasil
ABADIA DE GOIAS;GO;1050;RFB;RFB;01ª RF;GO;Brasil
ABADIANIA;GO;9201;RFB;RFB;01ª RF;GO;Brasil
ACREUNA;GO;9645;RFB;RFB;01ª RF;GO;Brasil
ADELANDIA;GO;9769;RFB;RFB;01ª RF;GO;Brasil
ALEXANIA;GO;9205;RFB;RFB;01ª RF;GO;Brasil
ALOANDIA;GO;9209;RFB;RFB;01ª RF;GO;Brasil
ALTO HORIZONTE;GO;0085;RFB;RFB;01ª RF;GO;Brasil
ALTO PARAISO DE GOIAS;GO;9211;RFB;RFB;01ª RF;GO;Brasil
ALVORADA DO NORTE;GO;9215;RFB;RFB;01ª RF;GO;Brasil
AMARALINA;GO;1054;RFB;RFB;01ª RF;GO;Brasil
AMERICANO DO BRASIL;GO;9661;RFB;RFB;01ª RF;GO;Brasil
AMORINOPOLIS;GO;9217;RFB;RFB;01ª RF;GO;Brasil
ANHANGUERA;GO;9223;RFB;RFB;01ª RF;GO;Brasil
ANICUNS;GO;9225;RFB;RFB;01ª RF;GO;Brasil
ANAPOLIS;GO;9221;RFB;RFB;01ª RF;GO;Brasil
APARECIDA DE GOIANIA;GO;9227;RFB;RFB;01ª RF;GO;Brasil
APARECIDA DO RIO DOCE;GO;0071;RFB;RFB;01ª RF;GO;Brasil
APORE;GO;9229;RFB;RFB;01ª RF;GO;Brasil
ARAGARCAS;GO;9233;RFB;RFB;01ª RF;GO;Brasil
ARAGOIANIA;GO;9235;RFB;RFB;01ª RF;GO;Brasil
ARAGUAPAZ;GO;9669;RFB;RFB;01ª RF;GO;Brasil
ARACU;GO;9231;RFB;RFB;01ª RF;GO;Brasil
ARENOPOLIS;GO;9671;RFB;RFB;01ª RF;GO;Brasil
ARUANA;GO;9249;RFB;RFB;01ª RF;GO;Brasil
AURILANDIA;GO;9251;RFB;RFB;01ª RF;GO;Brasil
AVELINOPOLIS;GO;9255;RFB;RFB;01ª RF;GO;Brasil
BALIZA;GO;9261;RFB;RFB;01ª RF;GO;Brasil
BARRO ALTO;GO;9263;RFB;RFB;01ª RF;GO;Brasil
BELA VISTA DE GOIAS;GO;9265;RFB;RFB;01ª RF;GO;Brasil
BOM JARDIM DE GOIAS;GO;9267;RFB;RFB;01ª RF;GO;Brasil
BOM JESUS DE GOIAS;GO;9269;RFB;RFB;01ª RF;GO;Brasil
BONFINOPOLIS;GO;9775;RFB;RFB;01ª RF;GO;Brasil
BONOPOLIS;GO;1056;RFB;RFB;01ª RF;GO;Brasil
BRAZABRANTES;GO;9271;RFB;RFB;01ª RF;GO;Brasil
BRITANIA;GO;9275;RFB;RFB;01ª RF;GO;Brasil
BURITI ALEGRE;GO;9277;RFB;RFB;01ª RF;GO;Brasil
BURITI DE GOIAS;GO;0063;RFB;RFB;01ª RF;GO;Brasil
BURITINOPOLIS;GO;0061;RFB;RFB;01ª RF;GO;Brasil
CABECEIRAS;GO;9279;RFB;RFB;01ª RF;GO;Brasil
CACHOEIRA ALTA;GO;9281;RFB;RFB;01ª RF;GO;Brasil
CACHOEIRA DOURADA;GO;9673;RFB;RFB;01ª RF;GO;Brasil
CACHOEIRA DE GOIAS;GO;9283;RFB;RFB;01ª RF;GO;Brasil
CAIAPONIA;GO;9287;RFB;RFB;01ª RF;GO;Brasil
CALDAS NOVAS;GO;9289;RFB;RFB;01ª RF;GO;Brasil
CALDAZINHA;GO;0031;RFB;RFB;01ª RF;GO;Brasil
CAMPESTRE DE GOIAS;GO;9291;RFB;RFB;01ª RF;GO;Brasil
CAMPINACU;GO;9687;RFB;RFB;01ª RF;GO;Brasil
CAMPINORTE;GO;9293;RFB;RFB;01ª RF;GO;Brasil
CAMPO ALEGRE DE GOIAS;GO;9295;RFB;RFB;01ª RF;GO;Brasil
CAMPO LIMPO DE GOIAS;GO;1070;RFB;RFB;01ª RF;GO;Brasil
CAMPOS BELOS;GO;9297;RFB;RFB;01ª RF;GO;Brasil
CAMPOS VERDES;GO;9781;RFB;RFB;01ª RF;GO;Brasil
CARMO DO RIO VERDE;GO;9299;RFB;RFB;01ª RF;GO;Brasil
CASTELANDIA;GO;0081;RFB;RFB;01ª RF;GO;Brasil
CATALAO;GO;9301;RFB;RFB;01ª RF;GO;Brasil
CATURAI;GO;9303;RFB;RFB;01ª RF;GO;Brasil
CAVALCANTE;GO;9305;RFB;RFB;01ª RF;GO;Brasil
CACU;GO;9285;RFB;RFB;01ª RF;GO;Brasil
CERES;GO;9307;RFB;RFB;01ª RF;GO;Brasil
CEZARINA;GO;9785;RFB;RFB;01ª RF;GO;Brasil
CHAPADAO DO CEU;GO;0073;RFB;RFB;01ª RF;GO;Brasil
CIDADE OCIDENTAL;GO;0077;RFB;RFB;01ª RF;GO;Brasil
COCALZINHO DE GOIAS;GO;0055;RFB;RFB;01ª RF;GO;Brasil
COLINAS DO SUL;GO;9791;RFB;RFB;01ª RF;GO;Brasil
CORUMBAIBA;GO;9319;RFB;RFB;01ª RF;GO;Brasil
CORUMBA DE GOIAS;GO;9317;RFB;RFB;01ª RF;GO;Brasil
CRISTALINA;GO;9325;RFB;RFB;01ª RF;GO;Brasil
CRISTIANOPOLIS;GO;9327;RFB;RFB;01ª RF;GO;Brasil
CRIXAS;GO;9329;RFB;RFB;01ª RF;GO;Brasil
CROMINIA;GO;9331;RFB;RFB;01ª RF;GO;Brasil
CUMARI;GO;9333;RFB;RFB;01ª RF;GO;Brasil
CORREGO DO OURO;GO;9315;RFB;RFB;01ª RF;GO;Brasil
DAMIANOPOLIS;GO;9335;RFB;RFB;01ª RF;GO;Brasil
DAMOLANDIA;GO;9337;RFB;RFB;01ª RF;GO;Brasil
DAVINOPOLIS;GO;9339;RFB;RFB;01ª RF;GO;Brasil
DIORAMA;GO;9343;RFB;RFB;01ª RF;GO;Brasil
DIVINOPOLIS DE GOIAS;GO;9309;RFB;RFB;01ª RF;GO;Brasil
DOVERLANDIA;GO;9675;RFB;RFB;01ª RF;GO;Brasil
EDEALINA;GO;9795;RFB;RFB;01ª RF;GO;Brasil
EDEIA;GO;9349;RFB;RFB;01ª RF;GO;Brasil
ESTRELA DO NORTE;GO;9351;RFB;RFB;01ª RF;GO;Brasil
FAINA;GO;9797;RFB;RFB;01ª RF;GO;Brasil
FAZENDA NOVA;GO;9353;RFB;RFB;01ª RF;GO;Brasil
FIRMINOPOLIS;GO;9357;RFB;RFB;01ª RF;GO;Brasil
FLORES DE GOIAS;GO;9359;RFB;RFB;01ª RF;GO;Brasil
FORMOSA;GO;9361;RFB;RFB;01ª RF;GO;Brasil
FORMOSO;GO;9363;RFB;RFB;01ª RF;GO;Brasil
GAMELEIRA DE GOIAS;GO;1072;RFB;RFB;01ª RF;GO;Brasil
GOIANDIRA;GO;9369;RFB;RFB;01ª RF;GO;Brasil
GOIANIRA;GO;9375;RFB;RFB;01ª RF;GO;Brasil
GOIANAPOLIS;GO;9367;RFB;RFB;01ª RF;GO;Brasil
GOIANESIA;GO;9371;RFB;RFB;01ª RF;GO;Brasil
GOIATUBA;GO;9379;RFB;RFB;01ª RF;GO;Brasil
GOIAS;GO;9377;RFB;RFB;01ª RF;GO;Brasil
GOIANIA;GO;9373;RFB;RFB;01ª RF;GO;Brasil
GOUVELANDIA;GO;9799;RFB;RFB;01ª RF;GO;Brasil
GUAPO;GO;9381;RFB;RFB;01ª RF;GO;Brasil
GUARANI DE GOIAS;GO;9383;RFB;RFB;01ª RF;GO;Brasil
GUARAITA;GO;0065;RFB;RFB;01ª RF;GO;Brasil
GUARINOS;GO;9993;RFB;RFB;01ª RF;GO;Brasil
HEITORAI;GO;9387;RFB;RFB;01ª RF;GO;Brasil
HIDROLINA;GO;9391;RFB;RFB;01ª RF;GO;Brasil
HIDROLANDIA;GO;9389;RFB;RFB;01ª RF;GO;Brasil
IACIARA;GO;9393;RFB;RFB;01ª RF;GO;Brasil
INACIOLANDIA;GO;0069;RFB;RFB;01ª RF;GO;Brasil
INDIARA;GO;9681;RFB;RFB;01ª RF;GO;Brasil
INHUMAS;GO;9395;RFB;RFB;01ª RF;GO;Brasil
IPAMERI;GO;9397;RFB;RFB;01ª RF;GO;Brasil
IPIRANGA DE GOIAS;GO;1074;RFB;RFB;01ª RF;GO;Brasil
IPORA;GO;9399;RFB;RFB;01ª RF;GO;Brasil
ISRAELANDIA;GO;9401;RFB;RFB;01ª RF;GO;Brasil
ITABERAI;GO;9403;RFB;RFB;01ª RF;GO;Brasil
ITAGUARI;GO;9919;RFB;RFB;01ª RF;GO;Brasil
ITAGUARU;GO;9407;RFB;RFB;01ª RF;GO;Brasil
ITAJA;GO;9411;RFB;RFB;01ª RF;GO;Brasil
ITAPACI;GO;9413;RFB;RFB;01ª RF;GO;Brasil
ITAPIRAPUA;GO;9415;RFB;RFB;01ª RF;GO;Brasil
ITAPURANGA;GO;9419;RFB;RFB;01ª RF;GO;Brasil
ITARUMA;GO;9421;RFB;RFB;01ª RF;GO;Brasil
ITAUCU;GO;9423;RFB;RFB;01ª RF;GO;Brasil
ITUMBIARA;GO;9425;RFB;RFB;01ª RF;GO;Brasil
IVOLANDIA;GO;9427;RFB;RFB;01ª RF;GO;Brasil
JANDAIA;GO;9429;RFB;RFB;01ª RF;GO;Brasil
JARAGUA;GO;9431;RFB;RFB;01ª RF;GO;Brasil
JATAI;GO;9433;RFB;RFB;01ª RF;GO;Brasil
JAUPACI;GO;9435;RFB;RFB;01ª RF;GO;Brasil
JESUPOLIS;GO;0049;RFB;RFB;01ª RF;GO;Brasil
JOVIANIA;GO;9437;RFB;RFB;01ª RF;GO;Brasil
JUSSARA;GO;9439;RFB;RFB;01ª RF;GO;Brasil
LAGOA SANTA;GO;1076;RFB;RFB;01ª RF;GO;Brasil
LEOPOLDO DE BULHOES;GO;9443;RFB;RFB;01ª RF;GO;Brasil
LUZIANIA;GO;9445;RFB;RFB;01ª RF;GO;Brasil
